		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 0.484375	M = 256	N = 8	m = 9	n = 2048
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
001001111    0    1    0    1    2    0    1    0  8.343434 0.400661 SUCCESS  35
001010011    0    0    0    0    1    0    1    1  4.076768 0.850132 SUCCESS  36
001010101    1    0    0    1    1    1    2    0  8.408081 0.394656 SUCCESS  37
001010111    1    0    0    0    0    1    0    0  4.012121 0.856028 SUCCESS  38
001011011    1    1    0    1    1    1    2    1  8.537374 0.382811 SUCCESS  39
001011101    0    1    0    2    0    1    0    1  8.343434 0.400661 SUCCESS  40
001011111    0    0    2    0    1    1    0    2 12.545455 0.128476 SUCCESS  41
001100101    1    0    0    1    2    1    1    2 12.674747 0.123541 SUCCESS  42
001100111    0    0    0    0    0    0    0    0  3.882828 0.867537 SUCCESS  43
001101011    1    1    2    0    0    1    1    1  8.472727 0.388705 SUCCESS  44
001101101    1    0    1    0    1    0    1    0  4.141414 0.844144 SUCCESS  45
001101111    0    0    1    0    0    0    1    0  4.012121 0.856028 SUCCESS  46
001110101    0    1    0    0    0    1    0    0  4.012121 0.856028 SUCCESS  47
001110111    0    2    0    0    0    0    0    0  8.149495 0.419005 SUCCESS  48
001111011    1    0    1    0    0    1    1    0  4.141414 0.844144 SUCCESS  49
001111101    0    0    0    0    0    0    2    1  8.214141 0.412837 SUCCESS  50
001111111    0    0    0    0    1    0    0    0  3.947475 0.861831 SUCCESS  51
010000011    1    1    1    0    1    1    0    0  4.206061 0.838070 SUCCESS  52
010000111    1    0    1    1    1    0    1    0  4.206061 0.838070 SUCCESS  53
010001011    0    0    0    1    0    1    0    0  4.012121 0.856028 SUCCESS  54
010001111    0    0    0    0    1    0    1    0  4.012121 0.856028 SUCCESS  55
010010011    1    2    1    0    0    1    0    0  8.343434 0.400661 SUCCESS  56
010010111    0    0    1    1    0    0    0    1  4.076768 0.850132 SUCCESS  57
010011011    1    2    1    0    1    0    1    0  8.408081 0.394656 SUCCESS  58
010011111    0    1    0    1    2    1    1    0  8.408081 0.394656 SUCCESS  59
010100011    1    0    0    1    2    0    1    0  8.343434 0.400661 SUCCESS  60
010100111    0    0    0    0    1    1    0    2  8.278788 0.406722 SUCCESS  61
010101011    1    0    0    1    0    1    1    0  4.141414 0.844144 SUCCESS  62
010101111    0    1    0    1    0    1    0    0  4.076768 0.850132 SUCCESS  63
010110011    1    3    0    0    0    0    1    0 16.618182 0.034340 SUCCESS  64
010110111    2    1    0    1    1    2    2    2 21.143434 0.006776 FAILURE  65
010111011    1    1    1    2    0    1    0    0  8.408081 0.394656 SUCCESS  66
010111111    0    0    1    0    0    1    0    2  8.278788 0.406722 SUCCESS  67
011000111    0    0    0    0    1    0    0    0  3.947475 0.861831 SUCCESS  68
011001111    1    0    0    0    0    0    1    0  4.012121 0.856028 SUCCESS  69
011010111    2    0    3    0    0    1    0    1 20.884848 0.007460 FAILURE  70
011011111    1    0    0    0    0    0    1    0  4.012121 0.856028 SUCCESS  71
011101111    0    1    0    1    1    1    0    0  4.141414 0.844144 SUCCESS  72
011111111    0    0    0    0    1    1    0    1  4.076768 0.850132 SUCCESS  73
100000000    1    1    0    1    0    0    0    0  4.076768 0.850132 SUCCESS  74
100010000    1    1    0    2    0    0    0    2 12.545455 0.128476 SUCCESS  75
100100000    0    0    1    0    1    1    0    0  4.076768 0.850132 SUCCESS  76
100101000    1    0    0    1    4    0    1    0 29.159596 0.000297 FAILURE  77
100110000    1    1    1    1    0    0    1    0  4.206061 0.838070 SUCCESS  78
100111000    0    0    0    0    0    2    0    2 12.416162 0.133579 SUCCESS  79
101000000    0    1    1    0    1    0    0    1  4.141414 0.844144 SUCCESS  80
101000100    2    1    0    0    1    1    1    1  8.472727 0.388705 SUCCESS  81
101001000    0    0    1    0    0    1    0    0  4.012121 0.856028 SUCCESS  82
101001100    0    0    1    1    0    0    1    1  4.141414 0.844144 SUCCESS  83
101010000    0    2    0    0    1    2    0    1 12.545455 0.128476 SUCCESS  84
101010100    0    0    1    0    1    0    1    0  4.076768 0.850132 SUCCESS  85
101011000    0    1    0    2    0    0    1    1  8.343434 0.400661 SUCCESS  86
101011100    0    0    1    0    0    0    0    0  3.947475 0.861831 SUCCESS  87
101100000    0    1    1    0    0    0    2    0  8.278788 0.406722 SUCCESS  88
101100100    1    0    0    2    0    0    0    1  8.278788 0.406722 SUCCESS  89
101101000    0    1    2    0    1    1    1    0  8.408081 0.394656 SUCCESS  90
101101100    0    1    0    0    0    0    0    0  3.947475 0.861831 SUCCESS  91
101110000    0    0    0    2    0    0    0    1  8.214141 0.412837 SUCCESS  92
101110100    0    1    0    0    0    1    0    1  4.076768 0.850132 SUCCESS  93
101111000    2    0    0    0    0    0    1    1  8.278788 0.406722 SUCCESS  94
101111100    0    1    0    0    1    0    1    0  4.076768 0.850132 SUCCESS  95
110000000    1    0    0    1    0    0    0    0  4.012121 0.856028 SUCCESS  96
110000010    0    0    1    0    0    1    3    0 16.618182 0.034340 SUCCESS  97
110000100    0    2    0    0    1    1    0    0  8.278788 0.406722 SUCCESS  98
110001000    0    0    0    0    0    0    0    2  8.149495 0.419005 SUCCESS  99
110001010    1    0    1    1    2    1    0    2 12.674747 0.123541 SUCCESS 100
110010000    1    0    0    0    0    0    0    0  3.947475 0.861831 SUCCESS 101
110010010    0    0    0    2    3    0    0    1 20.820202 0.007641 FAILURE 102
110010100    0    0    0    0    3    0    2    0 20.755556 0.007826 FAILURE 103
110011000    1    1    0    0    1    0    1    0  4.141414 0.844144 SUCCESS 104
110011010    0    2    0    0    0    2    1    1 12.545455 0.128476 SUCCESS 105
110100000    0    0    1    0    1    0    0    0  4.012121 0.856028 SUCCESS 106
110100010    0    0    0    0    0    1    1    0  4.012121 0.856028 SUCCESS 107
110100100    0    1    1    1    0    2    0    0  8.343434 0.400661 SUCCESS 108
110101000    0    3    0    0    0    1    0    0 16.553535 0.035109 SUCCESS 109
110101010    0    0    1    0    0    0    0    0  3.947475 0.861831 SUCCESS 110
110101100    1    1    0    2    0    0    1    1  8.408081 0.394656 SUCCESS 111
110110000    0    1    2    0    0    0    1    0  8.278788 0.406722 SUCCESS 112
110110010    2    0    0    0    0    0    1    0  8.214141 0.412837 SUCCESS 113
110110100    0    1    2    0    1    0    0    0  8.278788 0.406722 SUCCESS 114
110111000    0    0    0    3    1    0    0    2 20.820202 0.007641 FAILURE 115
110111010    2    1    0    0    0    0    0    0  8.214141 0.412837 SUCCESS 116
110111100    1    0    0    0    0    1    1    0  4.076768 0.850132 SUCCESS 117
111000000    1    0    0    1    1    0    0    0  4.076768 0.850132 SUCCESS 118
111000010    0    0    0    1    0    1    0    2  8.278788 0.406722 SUCCESS 119
111000100    1    0    0    1    0    0    0    3 16.618182 0.034340 SUCCESS 120
111000110    1    0    0    0    0    0    0    0  3.947475 0.861831 SUCCESS 121
111001000    0    0    0    0    0    0    0    0  3.882828 0.867537 SUCCESS 122
111001010    0    1    0    0    2    1    2    0 12.545455 0.128476 SUCCESS 123
111001100    2    0    1    0    1    0    0    0  8.278788 0.406722 SUCCESS 124
111010000    0    0    0    1    0    1    0    0  4.012121 0.856028 SUCCESS 125
111010010    0    1    1    0    0    0    0    0  4.012121 0.856028 SUCCESS 126
111010100    0    2    0    0    0    0    0    2 12.416162 0.133579 SUCCESS 127
111010110    2    1    0    1    0    0    0    0  8.278788 0.406722 SUCCESS 128
111011000    0    1    3    0    0    0    1    0 16.618182 0.034340 SUCCESS 129
111011010    0    1    3    0    0    0    0    0 16.553535 0.035109 SUCCESS 130
111011100    0    0    0    1    1    0    0    1  4.076768 0.850132 SUCCESS 131
111100000    1    0    0    0    1    1    0    0  4.076768 0.850132 SUCCESS 132
111100010    2    1    0    0    1    0    1    2 12.610101 0.125988 SUCCESS 133
111100100    0    0    0    1    3    0    0    0 16.553535 0.035109 SUCCESS 134
111100110    0    0    1    0    1    1    0    0  4.076768 0.850132 SUCCESS 135
111101000    1    0    0    1    0    0    1    1  4.141414 0.844144 SUCCESS 136
111101010    0    1    0    0    0    0    0    2  8.214141 0.412837 SUCCESS 137
111101100    1    1    1    0    0    1    2    0  8.408081 0.394656 SUCCESS 138
111101110    0    0    0    0    1    0    0    0  3.947475 0.861831 SUCCESS 139
111110000    1    0    0    0    1    1    0    0  4.076768 0.850132 SUCCESS 140
111110010    0    1    0    0    3    1    0    0 16.618182 0.034340 SUCCESS 141
111110100    0    1    1    1    0    0    1    1  4.206061 0.838070 SUCCESS 142
111110110    0    1    1    0    0    0    2    0  8.278788 0.406722 SUCCESS 143
111111000    1    0    0    0    1    1    1    0  4.141414 0.844144 SUCCESS 144
111111010    0    1    1    1    0    0    1    2  8.408081 0.394656 SUCCESS 145
111111100    0    0    0    0    1    1    0    0  4.012121 0.856028 SUCCESS 146
111111110    0    0    0    0    1    1    0    1  4.076768 0.850132 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 0.484375	M = 256	N = 8	m = 9	n = 2048
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001    0    1    2    0    2    0    2    0 16.747475 0.032849 SUCCESS   0
000000011    1    1    1    0    2    0    1    0  8.408081 0.394656 SUCCESS   1
000000101    0    2    2    0    1    1    1    1 12.674747 0.123541 SUCCESS   2
000000111    1    1    1    0    3    0    0    0 16.682828 0.033587 SUCCESS   3
000001001    0    0    1    0    0    1    0    1  4.076768 0.850132 SUCCESS   4
000001011    0    2    1    0    1    1    0    2 12.610101 0.125988 SUCCESS   5
000001101    1    1    0    1    0    0    1    0  4.141414 0.844144 SUCCESS   6
000001111    1    1    1    0    1    0    0    0  4.141414 0.844144 SUCCESS   7
000010001    0    0    0    1    0    0    0    1  4.012121 0.856028 SUCCESS   8
000010011    0    1    0    1    0    0    0    0  4.012121 0.856028 SUCCESS   9
000010101    0    0    0    1    0    0    1    2  8.278788 0.406722 SUCCESS  10
000010111    0    2    0    0    0    0    1    0  8.214141 0.412837 SUCCESS  11
000011001    0    1    2    0    1    0    0    0  8.278788 0.406722 SUCCESS  12
000011011    0    2    0    1    0    0    1    0  8.278788 0.406722 SUCCESS  13
000011101    0    0    0    1    1    1    0    0  4.076768 0.850132 SUCCESS  14
000011111    1    1    0    1    0    0    1    0  4.141414 0.844144 SUCCESS  15
000100011    2    0    0    1    0    0    0    0  8.214141 0.412837 SUCCESS  16
000100101    0    0    0    1    0    1    0    1  4.076768 0.850132 SUCCESS  17
000100111    0    0    0    2    0    0    0    0  8.149495 0.419005 SUCCESS  18
000101001    1    3    1    0    0    1    0    0 16.682828 0.033587 SUCCESS  19
000101011    0    0    0    1    0    0    1    2  8.278788 0.406722 SUCCESS  20
000101101    1    1    0    1    1    2    1    0  8.472727 0.388705 SUCCESS  21
000101111    0    1    0    1    0    0    1    0  4.076768 0.850132 SUCCESS  22
000110011    0    0    3    0    0    1    0    0 16.553535 0.035109 SUCCESS  23
000110101    1    0    1    0    2    0    0    0  8.278788 0.406722 SUCCESS  24
000110111    0    0    0    1    1    0    0    0  4.012121 0.856028 SUCCESS  25
000111001    0    0    0    1    0    1    0    1  4.076768 0.850132 SUCCESS  26
000111011    0    0    1    0    0    2    0    0  8.214141 0.412837 SUCCESS  27
000111101    0    0    1    0    1    0    1    0  4.076768 0.850132 SUCCESS  28
000111111    2    0    0    0    0    1    1    0  8.278788 0.406722 SUCCESS  29
001000011    0    0    0    1    0    0    1    0  4.012121 0.856028 SUCCESS  30
001000101    0    0    0    0    0    0    0    1  3.947475 0.861831 SUCCESS  31
001000111    1    0    1    0    0    0    0    0  4.012121 0.856028 SUCCESS  32
001001011    1    0    1    2    1    1    1    2 12.739394 0.121136 SUCCESS  33
001001101    1    0    1    1    0    0    0    1  4.141414 0.844144 SUCCESS  34
001001111    0    1    0    1    0    0    1    0  4.076768 0.850132 SUCCESS  35
001010011    3    1    1    0    0    1    0    0 16.682828 0.033587 SUCCESS  36
001010101    1    1    0    0    0    0    0    0  4.012121 0.856028 SUCCESS  37
001010111    1    0    0    1    0    1    0    1  4.141414 0.844144 SUCCESS  38
001011011    1    1    0    1    0    2    2    0 12.610101 0.125988 SUCCESS  39
001011101    0    1    0    1    0    1    0    2  8.343434 0.400661 SUCCESS  40
001011111    0    0    0    0    0    0    0    0  3.882828 0.867537 SUCCESS  41
001100101    2    1    0    1    1    0    0    1  8.408081 0.394656 SUCCESS  42
001100111    1    0    2    0    0    1    0    0  8.278788 0.406722 SUCCESS  43
001101011    0    1    2    0    1    0    0    0  8.278788 0.406722 SUCCESS  44
001101101    0    0    0    1    0    1    1    1  4.141414 0.844144 SUCCESS  45
001101111    0    0    0    0    1    0    0    0  3.947475 0.861831 SUCCESS  46
001110101    0    0    0    1    0    0    1    1  4.076768 0.850132 SUCCESS  47
001110111    0    0    0    0    0    2    0    0  8.149495 0.419005 SUCCESS  48
001111011    0    0    1    0    0    0    0    0  3.947475 0.861831 SUCCESS  49
001111101    1    0    0    0    0    0    1    0  4.012121 0.856028 SUCCESS  50
001111111    2    0    0    1    1    1    0    0  8.343434 0.400661 SUCCESS  51
010000011    0    0    0    1    0    0    0    2  8.214141 0.412837 SUCCESS  52
010000111    0    0    0    1    0    0    3    0 16.553535 0.035109 SUCCESS  53
010001011    0    0    0    1    0    1    0    1  4.076768 0.850132 SUCCESS  54
010001111    1    0    1    0    0    1    0    0  4.076768 0.850132 SUCCESS  55
010010011    1    0    0    0    0    1    1    1  4.141414 0.844144 SUCCESS  56
010010111    1    0    0    1    1    1    1    1  4.270707 0.831911 SUCCESS  57
010011011    1    0    1    0    0    1    0    1  4.141414 0.844144 SUCCESS  58
010011111    1    0    0    1    0    0    1    0  4.076768 0.850132 SUCCESS  59
010100011    0    0    0    1    0    0    0    0  3.947475 0.861831 SUCCESS  60
010100111    1    1    0    0    0    1    1    0  4.141414 0.844144 SUCCESS  61
010101011    2    1    1    0    0    0    0    0  8.278788 0.406722 SUCCESS  62
010101111    1    1    0    0    0    0    0    1  4.076768 0.850132 SUCCESS  63
010110011    0    1    1    0    0    0    0    0  4.012121 0.856028 SUCCESS  64
010110111    1    1    1    0    0    1    2    0  8.408081 0.394656 SUCCESS  65
010111011    1    0    1    2    0    2    0    0 12.545455 0.128476 SUCCESS  66
010111111    0    1    0    0    0    0    0    0  3.947475 0.861831 SUCCESS  67
011000111    0    1    0    1    0    2    1    2 12.610101 0.125988 SUCCESS  68
011001111    0    0    1    0    0    0    0    0  3.947475 0.861831 SUCCESS  69
011010111    0    0    2    1    1    0    1    1  8.408081 0.394656 SUCCESS  70
011011111    0    0    0    0    0    0    2    0  8.149495 0.419005 SUCCESS  71
011101111    0    0    0    0    0    1    0    0  3.947475 0.861831 SUCCESS  72
011111111    2    0    0    1    1    0    0    0  8.278788 0.406722 SUCCESS  73
100000000    0    1    2    0    2    0    2    0 16.747475 0.032849 SUCCESS  74
100010000    0    1    1    2    0    1    0    2 12.610101 0.125988 SUCCESS  75
100100000    1    0    2    0    0    0    0    0  8.214141 0.412837 SUCCESS  76
